"2016-10-16","H&amp;M; Landing","Topgun 80","2.5 Day","25","44","Yellowfin Tuna"
"2016-10-15","H&amp;M; Landing","Premier","1/2 Day PM","70","39","Rockfish"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","1","Sand Bass"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","12","Sheephead"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","2","Calico Bass"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","4","Whitefish"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","18","Rockfish"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","80","Sanddab"
"2016-10-15","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","21","11","Red Rockfish"
"2016-10-15","Seaforth Sportfishing","Tribute","Overnight","32","",""
"2016-10-14","H&amp;M; Landing","Premier","1/2 Day PM","20","51","Rockfish"
"2016-10-14","Point Loma Sportfishing","Point Loma","3/4 Day","16","1","Yellowtail"
"2016-10-14","Point Loma Sportfishing","Point Loma","3/4 Day","16","2","Yellowfin Tuna"
"2016-10-14","Seaforth Sportfishing","Tribute","Overnight","10","14","Yellowfin Tuna"
"2016-10-14","Fisherman's Landing","Pegasus","1.5 Day","16","6","Bluefin Tuna"
"2016-10-14","Fisherman's Landing","Pegasus","1.5 Day","16","1","Yellowfin Tuna"
"2016-10-14","Seaforth Sportfishing","Cortez","2.5 Day","16","30","Yellowtail"
"2016-10-14","Seaforth Sportfishing","Cortez","2.5 Day","16","1","Yellowfin Tuna"
"2016-10-14","Seaforth Sportfishing","Pacific Voyager","4 Day","12","11","Bluefin Tuna"
"2016-10-14","Seaforth Sportfishing","Pacific Voyager","4 Day","12","52","Yellowtail"
"2016-10-14","Seaforth Sportfishing","Pacific Voyager","4 Day","12","1","Yellowfin Tuna"
"2016-10-13","H&amp;M; Landing","Premier","1/2 Day AM","19","1","Lingcod"
"2016-10-13","H&amp;M; Landing","Premier","1/2 Day AM","19","37","Rockfish"
"2016-10-13","H&amp;M; Landing","Premier","1/2 Day AM","19","1","Sand Sole"
"2016-10-13","Seaforth Sportfishing","San Diego","3/4 Day","22","16","Yellowtail"
"2016-10-13","Seaforth Sportfishing","San Diego","3/4 Day","22","3","Bonito"
"2016-10-13","Seaforth Sportfishing","San Diego","3/4 Day","22","5","Yellowfin Tuna"
"2016-10-13","H&amp;M; Landing","Old Glory","Overnight","13","65","Yellowtail"
"2016-10-13","Fisherman's Landing","Pacific Queen","1.5 Day","12","12","Yellowtail"
"2016-10-13","Fisherman's Landing","Pacific Queen","1.5 Day","12","14","Yellowfin Tuna"
"2016-10-13","H&amp;M; Landing","Topgun 80","2.5 Day","25","3","Bluefin Tuna"
"2016-10-13","H&amp;M; Landing","Topgun 80","2.5 Day","25","98","Yellowtail"
"2016-10-13","H&amp;M; Landing","Topgun 80","2.5 Day","25","75","Rockfish"
"2016-10-12","H&amp;M; Landing","Premier","1/2 Day AM","17","1","Bonito"
"2016-10-12","H&amp;M; Landing","Premier","1/2 Day AM","17","60","Rockfish"
"2016-10-12","Seaforth Sportfishing","San Diego","3/4 Day","25","4","Yellowtail"
"2016-10-12","Seaforth Sportfishing","San Diego","3/4 Day","25","6","Yellowfin Tuna"
"2016-10-12","H&amp;M; Landing","Old Glory","Overnight","25","4","Yellowtail"
"2016-10-12","H&amp;M; Landing","Old Glory","Overnight","25","2","Yellowfin Tuna"
"2016-10-12","H&amp;M; Landing","Ocean Odyssey","1.5 Day","25","7","Yellowtail"
"2016-10-12","H&amp;M; Landing","Ocean Odyssey","1.5 Day","25","32","Yellowfin Tuna"
"2016-10-12","H&amp;M; Landing","Reel Champion","2.5 Day","6","16","Yellowtail"
"2016-10-12","H&amp;M; Landing","Reel Champion","2.5 Day","6","30","Rockfish"
"2016-10-12","H&amp;M; Landing","Reel Champion","2.5 Day","6","14","Yellowfin Tuna"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","1","Barred Sand Bass"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","1","Sheephead"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","2","Yellowtail"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","2","Whitefish"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","18","Bonito"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","11","Rockfish"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","2","Barred Sand Bass Released"
"2016-10-11","Point Loma Sportfishing","Sauerfish","1/2 Day AM","6","1","Barracuda Released"
"2016-10-11","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","23","4","Sand Bass"
"2016-10-11","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","23","17","Sheephead"
"2016-10-11","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","23","9","Calico Bass"
"2016-10-11","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","23","4","Whitefish"
"2016-10-11","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","23","11","Rockfish"
"2016-10-11","H&amp;M; Landing","First String","Overnight<br><i>Offshore</i></br>","24","20","Yellowtail"
"2016-10-11","H&amp;M; Landing","First String","Overnight<br><i>Offshore</i></br>","24","20","Yellowfin Tuna"
"2016-10-11","Seaforth Sportfishing","Voyager","1.5 Day","13","57","Yellowtail"
"2016-10-11","Seaforth Sportfishing","Voyager","1.5 Day","13","4","Yellowfin Tuna"
"2016-10-10","H&amp;M; Landing","Premier","1/2 Day PM","21","2","Sand Bass"
"2016-10-10","H&amp;M; Landing","Premier","1/2 Day PM","21","2","Sheephead"
"2016-10-10","H&amp;M; Landing","Premier","1/2 Day PM","21","73","Rockfish"
"2016-10-10","H&amp;M; Landing","Premier","1/2 Day PM","21","1","Rubberlip Seaperch"
"2016-10-10","Seaforth Sportfishing","San Diego","3/4 Day","17","25","Yellowtail"
"2016-10-10","Seaforth Sportfishing","San Diego","3/4 Day","17","27","Bonito"
"2016-10-10","H&amp;M; Landing","Relentless","Overnight","16","18","Yellowfin Tuna"
"2016-10-10","Helgren's Oceanside Sportfishing","Oceanside 95","1.5 Day","29","25","Bluefin Tuna"
"2016-10-10","Seaforth Sportfishing","Pacific Voyager","2.5 Day","19","19","Bluefin Tuna"
"2016-10-10","Seaforth Sportfishing","Pacific Voyager","2.5 Day","19","147","Yellowtail"
"2016-10-10","H&amp;M; Landing","Topgun 80","3.5 Day<br><i>Offshore</i></br>","24","110","Yellowtail"
"2016-10-10","H&amp;M; Landing","Topgun 80","3.5 Day<br><i>Offshore</i></br>","24","11","Dorado"
"2016-10-10","H&amp;M; Landing","Topgun 80","3.5 Day<br><i>Offshore</i></br>","24","125","Rockfish"
"2016-10-10","H&amp;M; Landing","Topgun 80","3.5 Day<br><i>Offshore</i></br>","24","360","Yellowfin Tuna"
"2016-10-09","H&amp;M; Landing","Premier","1/2 Day AM","49","4","Whitefish"
"2016-10-09","H&amp;M; Landing","Premier","1/2 Day AM","49","77","Rockfish"
"2016-10-09","Point Loma Sportfishing","Sauerfish","3/4 Day","3","9","Yellowtail"
"2016-10-09","Point Loma Sportfishing","Sauerfish","3/4 Day","3","1","Yellowfin Tuna"
"2016-10-09","Seaforth Sportfishing","Tribute","Overnight","32","31","Yellowtail"
"2016-10-09","Seaforth Sportfishing","Tribute","Overnight","32","40","Yellowfin Tuna"
"2016-10-09","Fisherman's Landing","Prowler","1.5 Day","29","145","Yellowtail"
"2016-10-09","Fisherman's Landing","Prowler","1.5 Day","29","14","Skipjack Tuna"
"2016-10-09","Fisherman's Landing","Prowler","1.5 Day","29","44","Yellowfin Tuna"
"2016-10-09","H&amp;M; Landing","Relentless","2 Day","21","1","Dorado"
"2016-10-09","H&amp;M; Landing","Relentless","2 Day","21","97","Yellowfin Tuna"
"2016-10-09","Seaforth Sportfishing","Pacific Star","2.5 Day","25","",""
"2016-10-09","Fisherman's Landing","Pegasus","3 Day","20","22","Bluefin Tuna"
"2016-10-09","Fisherman's Landing","Pegasus","3 Day","20","20","Yellowfin Tuna"
"2016-10-09","H&amp;M; Landing","Constitution","5 Day","25","28","Bluefin Tuna"
"2016-10-09","H&amp;M; Landing","Constitution","5 Day","25","16","Yellowtail"
"2016-10-09","H&amp;M; Landing","Constitution","5 Day","25","11","Bonito"
"2016-10-09","H&amp;M; Landing","Constitution","5 Day","25","15","Rockfish"
"2016-10-09","H&amp;M; Landing","Constitution","5 Day","25","26","Yellowfin Tuna"
"2016-10-09","H&amp;M; Landing","Constitution","5 Day","25","225","Yellowtail Released"
"2016-10-08","H&amp;M; Landing","Premier","1/2 Day PM<br><i>Local</i></br>","47","9","Bonito"
"2016-10-08","H&amp;M; Landing","Premier","1/2 Day PM<br><i>Local</i></br>","47","63","Rockfish"
"2016-10-08","Point Loma Sportfishing","Sauerfish","3/4 Day","5","25","Yellowtail"
"2016-10-08","Seaforth Sportfishing","Tribute","Overnight","32","160","Yellowtail"
"2016-10-08","Seaforth Sportfishing","Tribute","Overnight","32","1","Yellowfin Tuna"
"2016-10-08","Seaforth Sportfishing","Voyager","2 Day","12","120","Yellowtail"
"2016-10-08","Seaforth Sportfishing","Voyager","2 Day","12","1","Dorado"
"2016-10-08","Seaforth Sportfishing","Voyager","2 Day","12","29","Yellowfin Tuna"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","1","Barracuda"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","2","Sheephead"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","3","Yellowtail"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","2","Lingcod"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","2","Whitefish"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","3","Bonito"
"2016-10-07","H&amp;M; Landing","Premier","1/2 Day AM","33","65","Rockfish"
"2016-10-07","Seaforth Sportfishing","San Diego","3/4 Day","40","53","Yellowtail"
"2016-10-07","Seaforth Sportfishing","San Diego","3/4 Day","40","82","Bonito"
"2016-10-07","Seaforth Sportfishing","Tribute","Overnight","32","87","Yellowtail"
"2016-10-07","Seaforth Sportfishing","Tribute","Overnight","32","6","Yellowfin Tuna"
"2016-10-07","Fisherman's Landing","Prowler","1.5 Day","13","10","Yellowtail"
"2016-10-07","Fisherman's Landing","Prowler","1.5 Day","13","1","Dorado"
"2016-10-07","Fisherman's Landing","Prowler","1.5 Day","13","12","Yellowfin Tuna"
"2016-10-07","Seaforth Sportfishing","Cortez","2.5 Day","19","95","Yellowtail"
"2016-10-07","Seaforth Sportfishing","Cortez","2.5 Day","19","20","Dorado"
"2016-10-07","Seaforth Sportfishing","Cortez","2.5 Day","19","20","Yellowfin Tuna"
"2016-10-06","H&amp;M; Landing","Reel Champion","1/2 Day AM","5","12","Rockfish"
"2016-10-06","H&amp;M; Landing","Reel Champion","1/2 Day AM","5","9","Red Rockfish"
"2016-10-06","Seaforth Sportfishing","San Diego","3/4 Day","35","1","Barracuda"
"2016-10-06","Seaforth Sportfishing","San Diego","3/4 Day","35","37","Yellowtail"
"2016-10-06","Seaforth Sportfishing","San Diego","3/4 Day","35","5","Calico Bass"
"2016-10-06","Seaforth Sportfishing","San Diego","3/4 Day","35","71","Bonito"
"2016-10-06","Seaforth Sportfishing","Tribute","Overnight","36","94","Yellowtail"
"2016-10-06","Seaforth Sportfishing","Tribute","Overnight","36","5","Dorado"
"2016-10-06","Seaforth Sportfishing","Tribute","Overnight","36","25","Yellowfin Tuna"
"2016-10-06","Fisherman's Landing","Pacific Queen","1.5 Day","15","54","Yellowtail"
"2016-10-06","Fisherman's Landing","Pacific Queen","1.5 Day","15","1","Dorado"
"2016-10-06","Fisherman's Landing","Pacific Queen","1.5 Day","15","52","Yellowfin Tuna"
"2016-10-06","Seaforth Sportfishing","Voyager","2 Day","8","80","Yellowtail"
"2016-10-06","Seaforth Sportfishing","Voyager","2 Day","8","19","Dorado"
"2016-10-06","Seaforth Sportfishing","Voyager","2 Day","8","4","Skipjack Tuna"
"2016-10-06","Seaforth Sportfishing","Voyager","2 Day","8","21","Yellowfin Tuna"
"2016-10-05","H&amp;M; Landing","Premier","1/2 Day AM","15","1","Sheephead"
"2016-10-05","H&amp;M; Landing","Premier","1/2 Day AM","15","17","Calico Bass"
"2016-10-05","H&amp;M; Landing","Premier","1/2 Day AM","15","12","Bonito"
"2016-10-05","H&amp;M; Landing","Premier","1/2 Day AM","15","27","Rockfish"
"2016-10-05","Seaforth Sportfishing","San Diego","3/4 Day","26","85","Yellowtail"
"2016-10-05","Seaforth Sportfishing","San Diego","3/4 Day","26","51","Bonito"
"2016-10-05","Seaforth Sportfishing","Tribute","Overnight","25","118","Yellowtail"
"2016-10-05","Seaforth Sportfishing","Tribute","Overnight","25","34","Yellowfin Tuna"
"2016-10-05","Fisherman's Landing","Condor","1.5 Day","30","150","Yellowtail"
"2016-10-05","Fisherman's Landing","Condor","1.5 Day","30","3","Dorado"
"2016-10-05","Fisherman's Landing","Condor","1.5 Day","30","19","Yellowfin Tuna"
"2016-10-05","H&amp;M; Landing","Ocean Odyssey","2.5 Day","21","156","Yellowtail"
"2016-10-05","H&amp;M; Landing","Ocean Odyssey","2.5 Day","21","4","Dorado"
"2016-10-05","H&amp;M; Landing","Ocean Odyssey","2.5 Day","21","54","Yellowfin Tuna"
"2016-10-04","H&amp;M; Landing","Premier","1/2 Day AM","25","1","Sand Bass"
"2016-10-04","H&amp;M; Landing","Premier","1/2 Day AM","25","2","Calico Bass"
"2016-10-04","H&amp;M; Landing","Premier","1/2 Day AM","25","3","Bonito"
"2016-10-04","H&amp;M; Landing","Premier","1/2 Day AM","25","37","Rockfish"
"2016-10-04","Seaforth Sportfishing","San Diego","3/4 Day","13","65","Yellowtail"
"2016-10-04","Seaforth Sportfishing","San Diego","3/4 Day","13","1","Calico Bass"
"2016-10-04","Seaforth Sportfishing","San Diego","3/4 Day","13","64","Bonito"
"2016-10-04","Seaforth Sportfishing","Tribute","Overnight","32","1","Bluefin Tuna"
"2016-10-04","Seaforth Sportfishing","Tribute","Overnight","32","160","Yellowtail"
"2016-10-04","Seaforth Sportfishing","Tribute","Overnight","32","3","Dorado"
"2016-10-04","Seaforth Sportfishing","Tribute","Overnight","32","39","Yellowfin Tuna"
"2016-10-04","Fisherman's Landing","Pacific Queen","1.5 Day","22","3","Dorado"
"2016-10-04","Fisherman's Landing","Pacific Queen","1.5 Day","22","20","Yellowfin Tuna"
"2016-10-04","Seaforth Sportfishing","Aztec","3 Day","23","6","Bluefin Tuna"
"2016-10-04","Seaforth Sportfishing","Aztec","3 Day","23","156","Yellowtail"
"2016-10-04","Seaforth Sportfishing","Aztec","3 Day","23","36","Yellowfin Tuna"
"2016-10-03","H&amp;M; Landing","Premier","1/2 Day AM","11","1","Yellowtail"
"2016-10-03","H&amp;M; Landing","Premier","1/2 Day AM","11","9","Calico Bass"
"2016-10-03","H&amp;M; Landing","Premier","1/2 Day AM","11","14","Bonito"
"2016-10-03","H&amp;M; Landing","Premier","1/2 Day AM","11","15","Rockfish"
"2016-10-03","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day","21","9","Sand Bass"
"2016-10-03","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day","21","24","Sheephead"
"2016-10-03","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day","21","16","Calico Bass"
"2016-10-03","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day","21","19","Whitefish"
"2016-10-03","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day","21","11","Bonito"
"2016-10-03","Seaforth Sportfishing","Tribute","Overnight","27","135","Yellowtail"
"2016-10-03","Seaforth Sportfishing","Tribute","Overnight","27","1","Skipjack Tuna"
"2016-10-03","Seaforth Sportfishing","Tribute","Overnight","27","26","Yellowfin Tuna"
"2016-10-03","Fisherman's Landing","Prowler","1.5 Day","28","79","Yellowtail"
"2016-10-03","Fisherman's Landing","Prowler","1.5 Day","28","52","Dorado"
"2016-10-03","Fisherman's Landing","Prowler","1.5 Day","28","61","Yellowfin Tuna"
"2016-10-03","H&amp;M; Landing","Topgun 80","3.5 Day","21","225","Yellowtail"
"2016-10-03","H&amp;M; Landing","Topgun 80","3.5 Day","21","80","Dorado"
"2016-10-03","H&amp;M; Landing","Topgun 80","3.5 Day","21","150","Yellowfin Tuna"
"2016-10-02","H&amp;M; Landing","Premier","1/2 Day PM","36","5","Sheephead"
"2016-10-02","H&amp;M; Landing","Premier","1/2 Day PM","36","29","Calico Bass"
"2016-10-02","H&amp;M; Landing","Premier","1/2 Day PM","36","16","Bonito"
"2016-10-02","H&amp;M; Landing","Premier","1/2 Day PM","36","11","Rockfish"
"2016-10-02","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","18","1","Whitefish"
"2016-10-02","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","18","16","Rockfish"
"2016-10-02","Helgren's Oceanside Sportfishing","Sea Trek","3/4 Day<br><i>Local</i></br>","18","20","Red Rockfish"
"2016-10-02","Seaforth Sportfishing","Voyager","Overnight","20","80","Yellowtail"
"2016-10-02","Seaforth Sportfishing","Voyager","Overnight","20","40","Dorado"
"2016-10-02","Seaforth Sportfishing","Voyager","Overnight","20","20","Yellowfin Tuna"
"2016-10-02","H&amp;M; Landing","Sea Adventure II","1.5 Day","18","1","Sheephead"
"2016-10-02","H&amp;M; Landing","Sea Adventure II","1.5 Day","18","3","Calico Bass"
"2016-10-02","H&amp;M; Landing","Sea Adventure II","1.5 Day","18","47","Bonito"
"2016-10-02","H&amp;M; Landing","Sea Adventure II","1.5 Day","18","10","Yellowfin Tuna"
"2016-10-02","Point Loma Sportfishing","Success","2 Day","11","1","Bluefin Tuna"
"2016-10-02","Point Loma Sportfishing","Success","2 Day","11","25","Yellowtail"
"2016-10-02","Point Loma Sportfishing","Success","2 Day","11","25","Rockfish"
"2016-10-02","H&amp;M; Landing","Legend","2.5 Day","29","290","Yellowtail"
"2016-10-02","H&amp;M; Landing","Legend","2.5 Day","29","17","Dorado"
"2016-10-02","H&amp;M; Landing","Legend","2.5 Day","29","19","Yellowfin Tuna"
"2016-10-02","Fisherman's Landing","Pacific Queen","3 Day","24","32","Dorado"
"2016-10-02","Fisherman's Landing","Pacific Queen","3 Day","24","151","Yellowfin Tuna"
"2016-10-02","Seaforth Sportfishing","Pacific Voyager","4 Day","16","96","Dorado"
"2016-10-02","Seaforth Sportfishing","Pacific Voyager","4 Day","16","240","Yellowfin Tuna"
"2016-10-01","H&amp;M; Landing","Premier","1/2 Day PM","37","23","Bonito"
"2016-10-01","H&amp;M; Landing","Premier","1/2 Day PM","37","41","Rockfish"
"2016-10-01","Seaforth Sportfishing","Sea Watch","3/4 Day","20","5","Yellowtail"
"2016-10-01","Seaforth Sportfishing","Sea Watch","3/4 Day","20","2","Dorado"
"2016-10-01","Seaforth Sportfishing","Sea Watch","3/4 Day","20","14","Yellowfin Tuna"
"2016-10-01","Seaforth Sportfishing","Voyager","Overnight","15","7","Sheephead"
"2016-10-01","Seaforth Sportfishing","Voyager","Overnight","15","13","Yellowtail"
"2016-10-01","Seaforth Sportfishing","Voyager","Overnight","15","15","Calico Bass"
"2016-10-01","Seaforth Sportfishing","Voyager","Overnight","15","23","Whitefish"
"2016-10-01","Seaforth Sportfishing","Voyager","Overnight","15","6","Bonito"
"2016-10-01","Seaforth Sportfishing","Voyager","Overnight","15","21","Rockfish"
"2016-10-01","Fisherman's Landing","Fortune","2 Day","18","1","Bluefin Tuna"
"2016-10-01","Fisherman's Landing","Fortune","2 Day","18","47","Yellowtail"
"2016-10-01","Fisherman's Landing","Fortune","2 Day","18","26","Yellowfin Tuna"
"2016-10-01","Fisherman's Landing","Fortune","2 Day","18","100","Calico Bass Released"
"2016-09-30","Seaforth Sportfishing","Sea Watch","1/2 Day PM","39","3","Sheephead"
"2016-09-30","Seaforth Sportfishing","Sea Watch","1/2 Day PM","39","1","Lingcod"
"2016-09-30","Seaforth Sportfishing","Sea Watch","1/2 Day PM","39","99","Rockfish"
"2016-09-30","Seaforth Sportfishing","San Diego","3/4 Day","27","",""
"2016-09-30","Seaforth Sportfishing","Voyager","Overnight","11","36","Yellowfin Tuna"
"2016-09-30","Fisherman's Landing","Prowler","1.5 Day","18","90","Yellowtail"
"2016-09-30","Fisherman's Landing","Prowler","1.5 Day","18","12","Dorado"
"2016-09-30","Fisherman's Landing","Prowler","1.5 Day","18","1","Skipjack Tuna"
"2016-09-30","Fisherman's Landing","Pacific Dawn","2 Day","18","10","Dorado"
"2016-09-30","Fisherman's Landing","Pacific Dawn","2 Day","18","52","Yellowfin Tuna"
"2016-09-30","H&amp;M; Landing","Sea Adventure 80","2.5 Day","25","150","Yellowtail"
"2016-09-30","H&amp;M; Landing","Sea Adventure 80","2.5 Day","25","50","Dorado"
"2016-09-30","H&amp;M; Landing","Sea Adventure 80","2.5 Day","25","250","Yellowfin Tuna"
"2016-09-30","H&amp;M; Landing","Constitution","3.5 Day","23","345","Yellowtail"
"2016-09-30","H&amp;M; Landing","Constitution","3.5 Day","23","92","Dorado"
"2016-09-30","H&amp;M; Landing","Constitution","3.5 Day","23","139","Skipjack Tuna"
"2016-09-30","H&amp;M; Landing","Constitution","3.5 Day","23","119","Yellowfin Tuna"
"2016-09-29","H&amp;M; Landing","Premier","1/2 Day AM","17","2","Calico Bass"
"2016-09-29","H&amp;M; Landing","Premier","1/2 Day AM","17","5","Bonito"
"2016-09-29","H&amp;M; Landing","Premier","1/2 Day AM","17","20","Rockfish"
"2016-09-29","Seaforth Sportfishing","Voyager","3/4 Day","15","1","Yellowfin Tuna"
"2016-09-29","Seaforth Sportfishing","Tribute","Overnight","24","18","Bluefin Tuna"
"2016-09-29","Seaforth Sportfishing","Tribute","Overnight","24","90","Yellowfin Tuna"
"2016-09-29","Seaforth Sportfishing","Voyager","1.5 Day","10","44","Yellowfin Tuna"
"2016-09-29","H&amp;M; Landing","Topgun 80","2.5 Day","23","92","Dorado"
"2016-09-29","H&amp;M; Landing","Topgun 80","2.5 Day","23","230","Yellowfin Tuna"
